"Type","Sao","Cung","Chi","Text"
"Phụ tinh","Thiên Mã","Tử Tức","Dậu","Thiên Mã tọa thủ tại Tử Tức"
"Phụ tinh","Thiên Mã","Tử Tức","Tuất","Thiên Mã tọa thủ tại Tử Tức"
"Phụ tinh","Thiên Mã","Tử Tức","Hợi","Thiên Mã tọa thủ tại Tử Tức"
"Phụ tinh","Thiên Mã","Phu Thê","Tý","Thiên Mã tọa thủ tại Phu Thê"
"Phụ tinh","Thiên Mã","Phu Thê","Sửu","Thiên Mã tọa thủ tại Phu Thê"
"Phụ tinh","Thiên Mã","Phu Thê","Dần","Thiên Mã tọa thủ tại Phu Thê"
"Phụ tinh","Thiên Mã","Phu Thê","Mão","Thiên Mã tọa thủ tại Phu Thê"
"Phụ tinh","Thiên Mã","Phu Thê","Thìn","Thiên Mã tọa thủ tại Phu Thê"
"Phụ tinh","Thiên Mã","Phu Thê","Tỵ","Thiên Mã tọa thủ tại Phu Thê"
"Phụ tinh","Thiên Mã","Phu Thê","Ngọ","Thiên Mã tọa thủ tại Phu Thê"
"Phụ tinh","Thiên Mã","Phu Thê","Mùi","Thiên Mã tọa thủ tại Phu Thê"
"Phụ tinh","Thiên Mã","Phu Thê","Thân","Thiên Mã tọa thủ tại Phu Thê"
"Phụ tinh","Thiên Mã","Phu Thê","Dậu","Thiên Mã tọa thủ tại Phu Thê"
"Phụ tinh","Thiên Mã","Phu Thê","Tuất","Thiên Mã tọa thủ tại Phu Thê"
"Phụ tinh","Thiên Mã","Phu Thê","Hợi","Thiên Mã tọa thủ tại Phu Thê"
"Phụ tinh","Thiên Mã","Huynh Đệ","Tý","Thiên Mã tọa thủ tại Huynh Đệ"
"Phụ tinh","Thiên Mã","Huynh Đệ","Sửu","Thiên Mã tọa thủ tại Huynh Đệ"
"Phụ tinh","Thiên Mã","Huynh Đệ","Dần","Thiên Mã tọa thủ tại Huynh Đệ"
"Phụ tinh","Thiên Mã","Huynh Đệ","Mão","Thiên Mã tọa thủ tại Huynh Đệ"
"Phụ tinh","Thiên Mã","Huynh Đệ","Thìn","Thiên Mã tọa thủ tại Huynh Đệ"
"Phụ tinh","Thiên Mã","Huynh Đệ","Tỵ","Thiên Mã tọa thủ tại Huynh Đệ"
"Phụ tinh","Thiên Mã","Huynh Đệ","Ngọ","Thiên Mã tọa thủ tại Huynh Đệ"
"Phụ tinh","Thiên Mã","Huynh Đệ","Mùi","Thiên Mã tọa thủ tại Huynh Đệ"
"Phụ tinh","Thiên Mã","Huynh Đệ","Thân","Thiên Mã tọa thủ tại Huynh Đệ"
"Phụ tinh","Thiên Mã","Huynh Đệ","Dậu","Thiên Mã tọa thủ tại Huynh Đệ"
"Phụ tinh","Thiên Mã","Huynh Đệ","Tuất","Thiên Mã tọa thủ tại Huynh Đệ"
"Phụ tinh","Thiên Mã","Huynh Đệ","Hợi","Thiên Mã tọa thủ tại Huynh Đệ"
"Phụ tinh","Thiên Tài","Mệnh","Tý","Thiên Tài tọa thủ tại Mệnh"
"Phụ tinh","Thiên Tài","Mệnh","Sửu","Thiên Tài tọa thủ tại Mệnh"
"Phụ tinh","Thiên Tài","Mệnh","Dần","Thiên Tài tọa thủ tại Mệnh"
"Phụ tinh","Thiên Tài","Mệnh","Mão","Thiên Tài tọa thủ tại Mệnh"
"Phụ tinh","Thiên Tài","Mệnh","Thìn","Thiên Tài tọa thủ tại Mệnh"
"Phụ tinh","Thiên Tài","Mệnh","Tỵ","Thiên Tài tọa thủ tại Mệnh"
"Phụ tinh","Thiên Tài","Mệnh","Ngọ","Thiên Tài tọa thủ tại Mệnh"
"Phụ tinh","Thiên Tài","Mệnh","Mùi","Thiên Tài tọa thủ tại Mệnh"
"Phụ tinh","Thiên Tài","Mệnh","Thân","Thiên Tài tọa thủ tại Mệnh"
"Phụ tinh","Thiên Tài","Mệnh","Dậu","Thiên Tài tọa thủ tại Mệnh"
"Phụ tinh","Thiên Tài","Mệnh","Tuất","Thiên Tài tọa thủ tại Mệnh"
"Phụ tinh","Thiên Tài","Mệnh","Hợi","Thiên Tài tọa thủ tại Mệnh"
"Phụ tinh","Thiên Tài","Phụ Mẫu","Tý","Thiên Tài tọa thủ tại Phụ Mẫu"
"Phụ tinh","Thiên Tài","Phụ Mẫu","Sửu","Thiên Tài tọa thủ tại Phụ Mẫu"
"Phụ tinh","Thiên Tài","Phụ Mẫu","Dần","Thiên Tài tọa thủ tại Phụ Mẫu"
"Phụ tinh","Thiên Tài","Phụ Mẫu","Mão","Thiên Tài tọa thủ tại Phụ Mẫu"
"Phụ tinh","Thiên Tài","Phụ Mẫu","Thìn","Thiên Tài tọa thủ tại Phụ Mẫu"
"Phụ tinh","Thiên Tài","Phụ Mẫu","Tỵ","Thiên Tài tọa thủ tại Phụ Mẫu"
"Phụ tinh","Thiên Tài","Phụ Mẫu","Ngọ","Thiên Tài tọa thủ tại Phụ Mẫu"
"Phụ tinh","Thiên Tài","Phụ Mẫu","Mùi","Thiên Tài tọa thủ tại Phụ Mẫu"
"Phụ tinh","Thiên Tài","Phụ Mẫu","Thân","Thiên Tài tọa thủ tại Phụ Mẫu"
"Phụ tinh","Thiên Tài","Phụ Mẫu","Dậu","Thiên Tài tọa thủ tại Phụ Mẫu"
"Phụ tinh","Thiên Tài","Phụ Mẫu","Tuất","Thiên Tài tọa thủ tại Phụ Mẫu"
"Phụ tinh","Thiên Tài","Phụ Mẫu","Hợi","Thiên Tài tọa thủ tại Phụ Mẫu"
"Phụ tinh","Thiên Tài","Phúc Đức","Tý","Thiên Tài tọa thủ tại Phúc Đức"
"Phụ tinh","Thiên Tài","Phúc Đức","Sửu","Thiên Tài tọa thủ tại Phúc Đức"
"Phụ tinh","Thiên Tài","Phúc Đức","Dần","Thiên Tài tọa thủ tại Phúc Đức"
"Phụ tinh","Thiên Tài","Phúc Đức","Mão","Thiên Tài tọa thủ tại Phúc Đức"
"Phụ tinh","Thiên Tài","Phúc Đức","Thìn","Thiên Tài tọa thủ tại Phúc Đức"
"Phụ tinh","Thiên Tài","Phúc Đức","Tỵ","Thiên Tài tọa thủ tại Phúc Đức"
"Phụ tinh","Thiên Tài","Phúc Đức","Ngọ","Thiên Tài tọa thủ tại Phúc Đức"
"Phụ tinh","Thiên Tài","Phúc Đức","Mùi","Thiên Tài tọa thủ tại Phúc Đức"
"Phụ tinh","Thiên Tài","Phúc Đức","Thân","Thiên Tài tọa thủ tại Phúc Đức"
"Phụ tinh","Thiên Tài","Phúc Đức","Dậu","Thiên Tài tọa thủ tại Phúc Đức"
"Phụ tinh","Thiên Tài","Phúc Đức","Tuất","Thiên Tài tọa thủ tại Phúc Đức"
"Phụ tinh","Thiên Tài","Phúc Đức","Hợi","Thiên Tài tọa thủ tại Phúc Đức"
"Phụ tinh","Thiên Tài","Điền Trạch","Tý","Thiên Tài tọa thủ tại Điền Trạch"
"Phụ tinh","Thiên Tài","Điền Trạch","Sửu","Thiên Tài tọa thủ tại Điền Trạch"
"Phụ tinh","Thiên Tài","Điền Trạch","Dần","Thiên Tài tọa thủ tại Điền Trạch"
"Phụ tinh","Thiên Tài","Điền Trạch","Mão","Thiên Tài tọa thủ tại Điền Trạch"
"Phụ tinh","Thiên Tài","Điền Trạch","Thìn","Thiên Tài tọa thủ tại Điền Trạch"
"Phụ tinh","Thiên Tài","Điền Trạch","Tỵ","Thiên Tài tọa thủ tại Điền Trạch"
"Phụ tinh","Thiên Tài","Điền Trạch","Ngọ","Thiên Tài tọa thủ tại Điền Trạch"
"Phụ tinh","Thiên Tài","Điền Trạch","Mùi","Thiên Tài tọa thủ tại Điền Trạch"
"Phụ tinh","Thiên Tài","Điền Trạch","Thân","Thiên Tài tọa thủ tại Điền Trạch"
"Phụ tinh","Thiên Tài","Điền Trạch","Dậu","Thiên Tài tọa thủ tại Điền Trạch"
"Phụ tinh","Thiên Tài","Điền Trạch","Tuất","Thiên Tài tọa thủ tại Điền Trạch"
"Phụ tinh","Thiên Tài","Điền Trạch","Hợi","Thiên Tài tọa thủ tại Điền Trạch"
"Phụ tinh","Thiên Tài","Quan Lộc","Tý","Thiên Tài tọa thủ tại Quan Lộc"
"Phụ tinh","Thiên Tài","Quan Lộc","Sửu","Thiên Tài tọa thủ tại Quan Lộc"
"Phụ tinh","Thiên Tài","Quan Lộc","Dần","Thiên Tài tọa thủ tại Quan Lộc"
"Phụ tinh","Thiên Tài","Quan Lộc","Mão","Thiên Tài tọa thủ tại Quan Lộc"
"Phụ tinh","Thiên Tài","Quan Lộc","Thìn","Thiên Tài tọa thủ tại Quan Lộc"
"Phụ tinh","Thiên Tài","Quan Lộc","Tỵ","Thiên Tài tọa thủ tại Quan Lộc"
"Phụ tinh","Thiên Tài","Quan Lộc","Ngọ","Thiên Tài tọa thủ tại Quan Lộc"
"Phụ tinh","Thiên Tài","Quan Lộc","Mùi","Thiên Tài tọa thủ tại Quan Lộc"
"Phụ tinh","Thiên Tài","Quan Lộc","Thân","Thiên Tài tọa thủ tại Quan Lộc"
"Phụ tinh","Thiên Tài","Quan Lộc","Dậu","Thiên Tài tọa thủ tại Quan Lộc"
"Phụ tinh","Thiên Tài","Quan Lộc","Tuất","Thiên Tài tọa thủ tại Quan Lộc"
"Phụ tinh","Thiên Tài","Quan Lộc","Hợi","Thiên Tài tọa thủ tại Quan Lộc"
"Phụ tinh","Thiên Tài","Nô Bộc","Tý","Thiên Tài tọa thủ tại Nô Bộc"
"Phụ tinh","Thiên Tài","Nô Bộc","Sửu","Thiên Tài tọa thủ tại Nô Bộc"
"Phụ tinh","Thiên Tài","Nô Bộc","Dần","Thiên Tài tọa thủ tại Nô Bộc"
"Phụ tinh","Thiên Tài","Nô Bộc","Mão","Thiên Tài tọa thủ tại Nô Bộc"
"Phụ tinh","Thiên Tài","Nô Bộc","Thìn","Thiên Tài tọa thủ tại Nô Bộc"
"Phụ tinh","Thiên Tài","Nô Bộc","Tỵ","Thiên Tài tọa thủ tại Nô Bộc"
"Phụ tinh","Thiên Tài","Nô Bộc","Ngọ","Thiên Tài tọa thủ tại Nô Bộc"
"Phụ tinh","Thiên Tài","Nô Bộc","Mùi","Thiên Tài tọa thủ tại Nô Bộc"
"Phụ tinh","Thiên Tài","Nô Bộc","Thân","Thiên Tài tọa thủ tại Nô Bộc"
"Phụ tinh","Thiên Tài","Nô Bộc","Dậu","Thiên Tài tọa thủ tại Nô Bộc"
"Phụ tinh","Thiên Tài","Nô Bộc","Tuất","Thiên Tài tọa thủ tại Nô Bộc"
"Phụ tinh","Thiên Tài","Nô Bộc","Hợi","Thiên Tài tọa thủ tại Nô Bộc"
"Phụ tinh","Thiên Tài","Thiên Di","Tý","Thiên Tài tọa thủ tại Thiên Di"
"Phụ tinh","Thiên Tài","Thiên Di","Sửu","Thiên Tài tọa thủ tại Thiên Di"
"Phụ tinh","Thiên Tài","Thiên Di","Dần","Thiên Tài tọa thủ tại Thiên Di"
"Phụ tinh","Thiên Tài","Thiên Di","Mão","Thiên Tài tọa thủ tại Thiên Di"
"Phụ tinh","Thiên Tài","Thiên Di","Thìn","Thiên Tài tọa thủ tại Thiên Di"
"Phụ tinh","Thiên Tài","Thiên Di","Tỵ","Thiên Tài tọa thủ tại Thiên Di"
"Phụ tinh","Thiên Tài","Thiên Di","Ngọ","Thiên Tài tọa thủ tại Thiên Di"
"Phụ tinh","Thiên Tài","Thiên Di","Mùi","Thiên Tài tọa thủ tại Thiên Di"
"Phụ tinh","Thiên Tài","Thiên Di","Thân","Thiên Tài tọa thủ tại Thiên Di"
"Phụ tinh","Thiên Tài","Thiên Di","Dậu","Thiên Tài tọa thủ tại Thiên Di"
"Phụ tinh","Thiên Tài","Thiên Di","Tuất","Thiên Tài tọa thủ tại Thiên Di"
"Phụ tinh","Thiên Tài","Thiên Di","Hợi","Thiên Tài tọa thủ tại Thiên Di"
"Phụ tinh","Thiên Tài","Tật Ách","Tý","Thiên Tài tọa thủ tại Tật Ách"
"Phụ tinh","Thiên Tài","Tật Ách","Sửu","Thiên Tài tọa thủ tại Tật Ách"
"Phụ tinh","Thiên Tài","Tật Ách","Dần","Thiên Tài tọa thủ tại Tật Ách"
"Phụ tinh","Thiên Tài","Tật Ách","Mão","Thiên Tài tọa thủ tại Tật Ách"
"Phụ tinh","Thiên Tài","Tật Ách","Thìn","Thiên Tài tọa thủ tại Tật Ách"
"Phụ tinh","Thiên Tài","Tật Ách","Tỵ","Thiên Tài tọa thủ tại Tật Ách"
"Phụ tinh","Thiên Tài","Tật Ách","Ngọ","Thiên Tài tọa thủ tại Tật Ách"
"Phụ tinh","Thiên Tài","Tật Ách","Mùi","Thiên Tài tọa thủ tại Tật Ách"
"Phụ tinh","Thiên Tài","Tật Ách","Thân","Thiên Tài tọa thủ tại Tật Ách"
"Phụ tinh","Thiên Tài","Tật Ách","Dậu","Thiên Tài tọa thủ tại Tật Ách"
"Phụ tinh","Thiên Tài","Tật Ách","Tuất","Thiên Tài tọa thủ tại Tật Ách"
"Phụ tinh","Thiên Tài","Tật Ách","Hợi","Thiên Tài tọa thủ tại Tật Ách"
"Phụ tinh","Thiên Tài","Tài Bạch","Tý","Thiên Tài tọa thủ tại Tài Bạch"
"Phụ tinh","Thiên Tài","Tài Bạch","Sửu","Thiên Tài tọa thủ tại Tài Bạch"
"Phụ tinh","Thiên Tài","Tài Bạch","Dần","Thiên Tài tọa thủ tại Tài Bạch"
"Phụ tinh","Thiên Tài","Tài Bạch","Mão","Thiên Tài tọa thủ tại Tài Bạch"
"Phụ tinh","Thiên Tài","Tài Bạch","Thìn","Thiên Tài tọa thủ tại Tài Bạch"
"Phụ tinh","Thiên Tài","Tài Bạch","Tỵ","Thiên Tài tọa thủ tại Tài Bạch"
"Phụ tinh","Thiên Tài","Tài Bạch","Ngọ","Thiên Tài tọa thủ tại Tài Bạch"
"Phụ tinh","Thiên Tài","Tài Bạch","Mùi","Thiên Tài tọa thủ tại Tài Bạch"
"Phụ tinh","Thiên Tài","Tài Bạch","Thân","Thiên Tài tọa thủ tại Tài Bạch"
"Phụ tinh","Thiên Tài","Tài Bạch","Dậu","Thiên Tài tọa thủ tại Tài Bạch"
"Phụ tinh","Thiên Tài","Tài Bạch","Tuất","Thiên Tài tọa thủ tại Tài Bạch"
"Phụ tinh","Thiên Tài","Tài Bạch","Hợi","Thiên Tài tọa thủ tại Tài Bạch"
"Phụ tinh","Thiên Tài","Tử Tức","Tý","Thiên Tài tọa thủ tại Tử Tức"
"Phụ tinh","Thiên Tài","Tử Tức","Sửu","Thiên Tài tọa thủ tại Tử Tức"
"Phụ tinh","Thiên Tài","Tử Tức","Dần","Thiên Tài tọa thủ tại Tử Tức"
"Phụ tinh","Thiên Tài","Tử Tức","Mão","Thiên Tài tọa thủ tại Tử Tức"
"Phụ tinh","Thiên Tài","Tử Tức","Thìn","Thiên Tài tọa thủ tại Tử Tức"
"Phụ tinh","Thiên Tài","Tử Tức","Tỵ","Thiên Tài tọa thủ tại Tử Tức"
"Phụ tinh","Thiên Tài","Tử Tức","Ngọ","Thiên Tài tọa thủ tại Tử Tức"
"Phụ tinh","Thiên Tài","Tử Tức","Mùi","Thiên Tài tọa thủ tại Tử Tức"
"Phụ tinh","Thiên Tài","Tử Tức","Thân","Thiên Tài tọa thủ tại Tử Tức"
"Phụ tinh","Thiên Tài","Tử Tức","Dậu","Thiên Tài tọa thủ tại Tử Tức"
"Phụ tinh","Thiên Tài","Tử Tức","Tuất","Thiên Tài tọa thủ tại Tử Tức"
"Phụ tinh","Thiên Tài","Tử Tức","Hợi","Thiên Tài tọa thủ tại Tử Tức"
"Phụ tinh","Thiên Tài","Phu Thê","Tý","Thiên Tài tọa thủ tại Phu Thê"
"Phụ tinh","Thiên Tài","Phu Thê","Sửu","Thiên Tài tọa thủ tại Phu Thê"
"Phụ tinh","Thiên Tài","Phu Thê","Dần","Thiên Tài tọa thủ tại Phu Thê"
"Phụ tinh","Thiên Tài","Phu Thê","Mão","Thiên Tài tọa thủ tại Phu Thê"
"Phụ tinh","Thiên Tài","Phu Thê","Thìn","Thiên Tài tọa thủ tại Phu Thê"
"Phụ tinh","Thiên Tài","Phu Thê","Tỵ","Thiên Tài tọa thủ tại Phu Thê"
"Phụ tinh","Thiên Tài","Phu Thê","Ngọ","Thiên Tài tọa thủ tại Phu Thê"
"Phụ tinh","Thiên Tài","Phu Thê","Mùi","Thiên Tài tọa thủ tại Phu Thê"
"Phụ tinh","Thiên Tài","Phu Thê","Thân","Thiên Tài tọa thủ tại Phu Thê"
"Phụ tinh","Thiên Tài","Phu Thê","Dậu","Thiên Tài tọa thủ tại Phu Thê"
"Phụ tinh","Thiên Tài","Phu Thê","Tuất","Thiên Tài tọa thủ tại Phu Thê"
"Phụ tinh","Thiên Tài","Phu Thê","Hợi","Thiên Tài tọa thủ tại Phu Thê"
"Phụ tinh","Thiên Tài","Huynh Đệ","Tý","Thiên Tài tọa thủ tại Huynh Đệ"
"Phụ tinh","Thiên Tài","Huynh Đệ","Sửu","Thiên Tài tọa thủ tại Huynh Đệ"
"Phụ tinh","Thiên Tài","Huynh Đệ","Dần","Thiên Tài tọa thủ tại Huynh Đệ"
"Phụ tinh","Thiên Tài","Huynh Đệ","Mão","Thiên Tài tọa thủ tại Huynh Đệ"
"Phụ tinh","Thiên Tài","Huynh Đệ","Thìn","Thiên Tài tọa thủ tại Huynh Đệ"
"Phụ tinh","Thiên Tài","Huynh Đệ","Tỵ","Thiên Tài tọa thủ tại Huynh Đệ"
"Phụ tinh","Thiên Tài","Huynh Đệ","Ngọ","Thiên Tài tọa thủ tại Huynh Đệ"
"Phụ tinh","Thiên Tài","Huynh Đệ","Mùi","Thiên Tài tọa thủ tại Huynh Đệ"
"Phụ tinh","Thiên Tài","Huynh Đệ","Thân","Thiên Tài tọa thủ tại Huynh Đệ"
"Phụ tinh","Thiên Tài","Huynh Đệ","Dậu","Thiên Tài tọa thủ tại Huynh Đệ"
"Phụ tinh","Thiên Tài","Huynh Đệ","Tuất","Thiên Tài tọa thủ tại Huynh Đệ"
"Phụ tinh","Thiên Tài","Huynh Đệ","Hợi","Thiên Tài tọa thủ tại Huynh Đệ"
"Phụ tinh","Thiên Thọ","Mệnh","Tý","Thiên Thọ tọa thủ tại Mệnh"
"Phụ tinh","Thiên Thọ","Mệnh","Sửu","Thiên Thọ tọa thủ tại Mệnh"
"Phụ tinh","Thiên Thọ","Mệnh","Dần","Thiên Thọ tọa thủ tại Mệnh"
"Phụ tinh","Thiên Thọ","Mệnh","Mão","Thiên Thọ tọa thủ tại Mệnh"
"Phụ tinh","Thiên Thọ","Mệnh","Thìn","Thiên Thọ tọa thủ tại Mệnh"
"Phụ tinh","Thiên Thọ","Mệnh","Tỵ","Thiên Thọ tọa thủ tại Mệnh"
"Phụ tinh","Thiên Thọ","Mệnh","Ngọ","Thiên Thọ tọa thủ tại Mệnh"
"Phụ tinh","Thiên Thọ","Mệnh","Mùi","Thiên Thọ tọa thủ tại Mệnh"
"Phụ tinh","Thiên Thọ","Mệnh","Thân","Thiên Thọ tọa thủ tại Mệnh"
"Phụ tinh","Thiên Thọ","Mệnh","Dậu","Thiên Thọ tọa thủ tại Mệnh"
"Phụ tinh","Thiên Thọ","Mệnh","Tuất","Thiên Thọ tọa thủ tại Mệnh"
"Phụ tinh","Thiên Thọ","Mệnh","Hợi","Thiên Thọ tọa thủ tại Mệnh"
"Phụ tinh","Thiên Thọ","Phụ Mẫu","Tý","Thiên Thọ tọa thủ tại Phụ Mẫu"
"Phụ tinh","Thiên Thọ","Phụ Mẫu","Sửu","Thiên Thọ tọa thủ tại Phụ Mẫu"
"Phụ tinh","Thiên Thọ","Phụ Mẫu","Dần","Thiên Thọ tọa thủ tại Phụ Mẫu"
"Phụ tinh","Thiên Thọ","Phụ Mẫu","Mão","Thiên Thọ tọa thủ tại Phụ Mẫu"
"Phụ tinh","Thiên Thọ","Phụ Mẫu","Thìn","Thiên Thọ tọa thủ tại Phụ Mẫu"
"Phụ tinh","Thiên Thọ","Phụ Mẫu","Tỵ","Thiên Thọ tọa thủ tại Phụ Mẫu"
"Phụ tinh","Thiên Thọ","Phụ Mẫu","Ngọ","Thiên Thọ tọa thủ tại Phụ Mẫu"
"Phụ tinh","Thiên Thọ","Phụ Mẫu","Mùi","Thiên Thọ tọa thủ tại Phụ Mẫu"
"Phụ tinh","Thiên Thọ","Phụ Mẫu","Thân","Thiên Thọ tọa thủ tại Phụ Mẫu"
"Phụ tinh","Thiên Thọ","Phụ Mẫu","Dậu","Thiên Thọ tọa thủ tại Phụ Mẫu"
"Phụ tinh","Thiên Thọ","Phụ Mẫu","Tuất","Thiên Thọ tọa thủ tại Phụ Mẫu"
"Phụ tinh","Thiên Thọ","Phụ Mẫu","Hợi","Thiên Thọ tọa thủ tại Phụ Mẫu"
"Phụ tinh","Thiên Thọ","Phúc Đức","Tý","Thiên Thọ tọa thủ tại Phúc Đức"
"Phụ tinh","Thiên Thọ","Phúc Đức","Sửu","Thiên Thọ tọa thủ tại Phúc Đức"
"Phụ tinh","Thiên Thọ","Phúc Đức","Dần","Thiên Thọ tọa thủ tại Phúc Đức"
"Phụ tinh","Thiên Thọ","Phúc Đức","Mão","Thiên Thọ tọa thủ tại Phúc Đức"
"Phụ tinh","Thiên Thọ","Phúc Đức","Thìn","Thiên Thọ tọa thủ tại Phúc Đức"
"Phụ tinh","Thiên Thọ","Phúc Đức","Tỵ","Thiên Thọ tọa thủ tại Phúc Đức"
"Phụ tinh","Thiên Thọ","Phúc Đức","Ngọ","Thiên Thọ tọa thủ tại Phúc Đức"
"Phụ tinh","Thiên Thọ","Phúc Đức","Mùi","Thiên Thọ tọa thủ tại Phúc Đức"
"Phụ tinh","Thiên Thọ","Phúc Đức","Thân","Thiên Thọ tọa thủ tại Phúc Đức"
"Phụ tinh","Thiên Thọ","Phúc Đức","Dậu","Thiên Thọ tọa thủ tại Phúc Đức"
"Phụ tinh","Thiên Thọ","Phúc Đức","Tuất","Thiên Thọ tọa thủ tại Phúc Đức"
"Phụ tinh","Thiên Thọ","Phúc Đức","Hợi","Thiên Thọ tọa thủ tại Phúc Đức"
"Phụ tinh","Thiên Thọ","Điền Trạch","Tý","Thiên Thọ tọa thủ tại Điền Trạch"
"Phụ tinh","Thiên Thọ","Điền Trạch","Sửu","Thiên Thọ tọa thủ tại Điền Trạch"
"Phụ tinh","Thiên Thọ","Điền Trạch","Dần","Thiên Thọ tọa thủ tại Điền Trạch"
"Phụ tinh","Thiên Thọ","Điền Trạch","Mão","Thiên Thọ tọa thủ tại Điền Trạch"
"Phụ tinh","Thiên Thọ","Điền Trạch","Thìn","Thiên Thọ tọa thủ tại Điền Trạch"
"Phụ tinh","Thiên Thọ","Điền Trạch","Tỵ","Thiên Thọ tọa thủ tại Điền Trạch"
"Phụ tinh","Thiên Thọ","Điền Trạch","Ngọ","Thiên Thọ tọa thủ tại Điền Trạch"
"Phụ tinh","Thiên Thọ","Điền Trạch","Mùi","Thiên Thọ tọa thủ tại Điền Trạch"
"Phụ tinh","Thiên Thọ","Điền Trạch","Thân","Thiên Thọ tọa thủ tại Điền Trạch"
"Phụ tinh","Thiên Thọ","Điền Trạch","Dậu","Thiên Thọ tọa thủ tại Điền Trạch"
"Phụ tinh","Thiên Thọ","Điền Trạch","Tuất","Thiên Thọ tọa thủ tại Điền Trạch"
"Phụ tinh","Thiên Thọ","Điền Trạch","Hợi","Thiên Thọ tọa thủ tại Điền Trạch"
"Phụ tinh","Thiên Thọ","Quan Lộc","Tý","Thiên Thọ tọa thủ tại Quan Lộc"
"Phụ tinh","Thiên Thọ","Quan Lộc","Sửu","Thiên Thọ tọa thủ tại Quan Lộc"
"Phụ tinh","Thiên Thọ","Quan Lộc","Dần","Thiên Thọ tọa thủ tại Quan Lộc"
"Phụ tinh","Thiên Thọ","Quan Lộc","Mão","Thiên Thọ tọa thủ tại Quan Lộc"
"Phụ tinh","Thiên Thọ","Quan Lộc","Thìn","Thiên Thọ tọa thủ tại Quan Lộc"
"Phụ tinh","Thiên Thọ","Quan Lộc","Tỵ","Thiên Thọ tọa thủ tại Quan Lộc"
"Phụ tinh","Thiên Thọ","Quan Lộc","Ngọ","Thiên Thọ tọa thủ tại Quan Lộc"
"Phụ tinh","Thiên Thọ","Quan Lộc","Mùi","Thiên Thọ tọa thủ tại Quan Lộc"
"Phụ tinh","Thiên Thọ","Quan Lộc","Thân","Thiên Thọ tọa thủ tại Quan Lộc"
